date\code,603178,300442,603726,002235,000905,600882,600071,002338
2018-08-07,12.550,11.350,15.360,20.910,7.630,8.020,7.520,11.210
2018-08-06,12.610,11.140,15.040,21.130,7.250,7.790,7.650,11.010
2018-08-03,12.390,11.160,15.600,21.460,7.020,7.800,7.820,12.060
2018-08-02,13.530,11.450,15.910,20.950,6.820,7.830,8.200,13.000
2018-08-01,12.300,12.130,16.880,20.710,7.080,8.160,8.340,13.600
