date\code,000534,603889,300436,600255,600857
2018-08-07,9.860,12.050,9.370,25.810,2.290
2018-08-06,9.390,11.600,9.190,25.390,2.230
2018-08-03,9.600,11.600,9.510,25.030,2.210
2018-08-02,9.400,11.550,9.680,25.860,2.210
2018-08-01,9.650,11.700,10.070,26.960,2.280
2018-07-31,9.890,11.700,10.380,26.800,2.320
2018-07-30,10.080,11.840,10.540,27.300,2.320
2018-07-27,10.280,12.010,10.990,29.800,2.550
