date\code,300622,002539,002700,603713,600780
2018-08-07,3.780,18.980,4.910,10.730,52.570
2018-08-06,3.700,18.460,4.710,9.750,50.020
2018-08-03,3.710,18.780,4.720,8.860,49.980
2018-08-02,3.680,19.200,4.750,8.050,51.690
2018-08-01,3.810,20.580,5.040,7.320,49.890
2018-07-31,4.090,21.570,5.260,7.180,50.290
